PARAMS,swe-User,G Threshold =>,1.47,,Fall Detect Frequency [Hz],10,,,
Time_Begin,Fri Apr  1 16:39:43 2022,,Fall Event Recorded?,True,,False Positive?,False,,
Time End,Fri Apr  1 16:40:11 2022,,Fall Time,NULL,NULL,,,,
,,,,,,,,,
SWAY METRICS,,Mean Sway Distance [m],0.9315308083708959,,Mean Sway Velocity [m/s],,0.012793132260065536,,
,,,,,,,,,
Epoch Time [s],Quat_1,Quat_2,Quat_3,Quat_4,Lin_Acc_1 [m/s^2],Lin_Acc_2,Lin_Acc_3,C.O.P._x,C.O.P._y
1648845583.5114365,0.10906982421875,-0.67449951171875,-0.171875,-0.70965576171875,0.06,-0.03,0.03,0.8939262160050951,-0.2849236807182428
1648845583.571219,0.10894775390625,-0.67474365234375,-0.17193603515625,-0.70941162109375,0.02,-0.02,0.17,0.8959245888376147,-0.27857465282703364
1648845583.632566,0.10845947265625,-0.67645263671875,-0.1710205078125,-0.7081298828125,0.34,0.12,0.24,0.9048408332870301,-0.2487378312167073
1648845583.696164,0.10516357421875,-0.68475341796875,-0.16876220703125,-0.70111083984375,-1.6,0.27,0.63,0.937170328423354,-0.05287132022805578
1648845583.755418,0.099365234375,-0.7003173828125,-0.17083740234375,-0.6859130859375,1.5,-0.79,-0.8200000000000001,0.8676916940491853,0.35616438263456346
1648845583.802489,0.0997314453125,-0.7115478515625,-0.17572021484375,-0.6729736328125,-0.99,0.29,0.68,0.7380339455988851,0.5758511618905997
1648845583.8651981,0.0953369140625,-0.72406005859375,-0.1771240234375,-0.65972900390625,0.0,-0.88,0.97,0.6117721211326773,0.704200139069302
1648845583.9729354,0.09259033203125,-0.73297119140625,-0.1773681640625,-0.650146484375,1.2,-0.59,0.9,0.5333285162649247,0.7615764254184235
1648845584.0338156,0.0955810546875,-0.7523193359375,-0.1781005859375,-0.62701416015625,0.47000000000000003,1.47,1.11,0.35382373432657155,0.8498656361690381
1648845584.1332982,0.09149169921875,-0.76513671875,-0.17962646484375,-0.6114501953125,1.31,1.33,-0.75,0.30080244006814666,0.8612209955893528
1648845584.137156,0.09002685546875,-0.770751953125,-0.18084716796875,-0.604248046875,0.98,1.68,-0.29,0.2817325980139315,0.8631878027476533
1648845584.1881468,0.07708740234375,-0.78955078125,-0.1793212890625,-0.581787109375,1.77,0.48,-0.65,0.25257509021443214,0.8555622084936371
1648845584.2347956,0.0628662109375,-0.806396484375,-0.177490234375,-0.56060791015625,2.5100000000000002,-0.28,-0.86,0.24342599534900242,0.8399079542408608
1648845584.3185647,0.0511474609375,-0.81756591796875,-0.173095703125,-0.546875,0.85,0.78,-0.72,0.24168242676371077,0.8271535991345448
1648845584.4346611,0.030029296875,-0.83184814453125,-0.16363525390625,-0.52947998046875,0.3,-0.16,-1.36,0.25467652531778345,0.8047492087559633
1648845584.4346611,0.02227783203125,-0.83673095703125,-0.16363525390625,-0.5220947265625,0.63,0.01,-0.9500000000000001,0.26506010915980704,0.7933255556759821
1648845584.4953778,-0.00439453125,-0.84979248046875,-0.16290283203125,-0.5013427734375,0.1,1.3900000000000001,0.4,0.3049323262567823,0.7551878192456586
1648845584.550549,-0.02044677734375,-0.85888671875,-0.151123046875,-0.48895263671875,1.35,-0.07,1.06,0.3109280570733114,0.738434176486588
1648845584.6662016,-0.02899169921875,-0.86328125,-0.13226318359375,-0.4862060546875,-0.05,-0.1,2.06,0.30215659030478026,0.739239407548361
1648845584.77507,-0.06597900390625,-0.85626220703125,-0.09478759765625,-0.50347900390625,-2.0300000000000002,-0.04,1.35,0.3710805652750166,0.7326468058573339
1648845584.835438,-0.08978271484375,-0.85296630859375,-0.07452392578125,-0.50872802734375,-0.01,0.25,0.44,0.4137978721431086,0.7199406029741703
1648845584.896447,-0.10321044921875,-0.84521484375,-0.0576171875,-0.52117919921875,0.04,-0.04,1.32,0.44512496031981336,0.7182744093254574
1648845584.9585116,-0.11224365234375,-0.8345947265625,-0.0369873046875,-0.5380859375,0.24,0.25,1.6600000000000001,0.46729374066767304,0.7244585628900362
1648845584.9585116,-0.1141357421875,-0.82806396484375,-0.02655029296875,-0.54827880859375,0.2,0.86,1.98,0.474119578715392,0.73073242140854
1648845585.018749,-0.119384765625,-0.81463623046875,-0.0054931640625,-0.56756591796875,-0.75,1.4000000000000001,1.83,0.4908224419256555,0.7388718372966129
1648845585.0800898,-0.1319580078125,-0.79803466796875,0.02606201171875,-0.58734130859375,-1.1,3.34,1.72,0.5138362611133861,0.7417942208082805
1648845585.173386,-0.15008544921875,-0.78631591796875,0.0576171875,-0.59649658203125,-0.54,2.25,-2.71,0.531848069413181,0.7389383609758566
1648845585.234114,-0.1822509765625,-0.78033447265625,0.1075439453125,-0.5885009765625,0.54,-1.98,-3.12,0.5144392685648451,0.7519319629261948
1648845585.2952607,-0.18255615234375,-0.77410888671875,0.12939453125,-0.59222412109375,-2.31,1.26,-0.52,0.45730429919570903,0.7903721128492892
1648845585.3626335,-0.19287109375,-0.7677001953125,0.16656494140625,-0.58795166015625,0.81,1.29,-1.22,0.3694217959451319,0.834454679425866
1648845585.4255252,-0.212646484375,-0.75238037109375,0.21209716796875,-0.58624267578125,-0.86,0.42,-0.92,0.28684184818886693,0.8690794520567087
1648845585.4805787,-0.2574462890625,-0.7210693359375,0.297119140625,-0.570556640625,-0.63,1.18,-0.89,0.1382664751191809,0.9059877509180742
1648845585.5424562,-0.283203125,-0.7008056640625,0.3419189453125,-0.558349609375,-0.09,0.67,-0.9500000000000001,0.06552409988674027,0.9141634424436152
1648845585.6058984,-0.31640625,-0.6710205078125,0.3912353515625,-0.54449462890625,-0.36,0.34,-0.36,-0.006450775852725031,0.9183094801461545
1648845585.6659482,-0.349365234375,-0.640380859375,0.44146728515625,-0.52252197265625,0.46,0.34,-0.23,-0.06202735045356736,0.9157436617038542
1648845585.727706,-0.377685546875,-0.6070556640625,0.4810791015625,-0.50732421875,-0.06,0.2,0.97,-0.137354574589518,0.9094013269062505
1648845585.7920935,-0.4031982421875,-0.57891845703125,0.5089111328125,-0.4932861328125,-1.7,0.71,1.07,-0.17273719463005852,0.9056171457816357
1648845585.8513992,-0.428466796875,-0.55596923828125,0.5400390625,-0.4644775390625,1.19,0.4,-1.16,-0.11673703111717516,0.9120742233812923
1648845585.8979275,-0.44793701171875,-0.53863525390625,0.56878662109375,-0.430908203125,1.96,0.27,-1.74,-0.03153155887166621,0.913547188786823
1648845585.9594977,-0.46624755859375,-0.5189208984375,0.5849609375,-0.41363525390625,-2.7600000000000002,2.57,-0.96,-0.00012514040212456616,0.9149973390211231
1648845586.0211375,-0.49932861328125,-0.47918701171875,0.61798095703125,-0.373046875,-1.33,2.3000000000000003,-1.95,0.07331267072903518,0.9121167976407711
1648845586.0826817,-0.52020263671875,-0.44366455078125,0.6463623046875,-0.33880615234375,1.51,-0.5700000000000001,-0.66,0.09617031399675759,0.9086422681880135
1648845586.1439378,-0.5418701171875,-0.406494140625,0.67108154296875,-0.30133056640625,0.96,1.56,0.05,0.14483445721487725,0.9017172697513112
1648845586.2053375,-0.569091796875,-0.3553466796875,0.69549560546875,-0.2572021484375,-1.8800000000000001,0.91,0.58,0.19487916160897528,0.894724092219059
1648845586.3001022,-0.57073974609375,-0.33221435546875,0.7138671875,-0.2330322265625,-0.92,0.55,0.61,0.17863678764794652,0.8936107127498768
1648845586.3599825,-0.56951904296875,-0.31439208984375,0.72576904296875,-0.22369384765625,0.26,2.33,1.92,0.12373755474909408,0.9001012013080045
1648845586.4192798,-0.5711669921875,-0.2952880859375,0.73284912109375,-0.22235107421875,4.39,3.34,0.05,0.043066678038464354,0.9081379449210608
1648845586.4680686,-0.57110595703125,-0.28179931640625,0.743408203125,-0.20416259765625,-2.97,0.23,-1.29,0.06493075044105312,0.9029111741700444
1648845586.5292861,-0.57025146484375,-0.26190185546875,0.75390625,-0.194580078125,-3.2,1.17,-0.99,0.018192103392961012,0.902618157513595
1648845586.5910587,-0.56048583984375,-0.2374267578125,0.7740478515625,-0.174072265625,2.98,2.52,-0.6,-0.01005314544349031,0.8920265703082483
1648845586.652534,-0.56134033203125,-0.18804931640625,0.792236328125,-0.14813232421875,-0.48,1.37,-0.9400000000000001,-0.0677672893609477,0.8848782218657961
1648845586.7139914,-0.55816650390625,-0.14337158203125,0.8079833984375,-0.122802734375,-0.3,-0.67,-0.5,-0.10330592672239029,0.8743874775903444
1648845586.7755985,-0.5487060546875,-0.09857177734375,0.8255615234375,-0.087646484375,0.16,0.12,0.6900000000000001,-0.08926975917432793,0.8627261874053167
1648845586.836613,-0.54400634765625,-0.05731201171875,0.83514404296875,-0.0579833984375,-1.4000000000000001,0.93,1.25,-0.08036191888227684,0.8560218333188526
1648845586.883445,-0.5362548828125,-0.02191162109375,0.84326171875,-0.02886962890625,-1.8900000000000001,0.29,1.3800000000000001,-0.05577483158011622,0.8486416182041915
1648845586.9296224,-0.51739501953125,0.00933837890625,0.855712890625,-0.0010986328125,-0.65,0.01,2.18,-0.02331460330278067,0.8309174360123556
1648845586.9951863,-0.49468994140625,0.03875732421875,0.867919921875,0.02239990234375,0.21,0.03,2.83,0.0009890937048019702,0.8076838024933801
1648845587.052856,-0.47186279296875,0.06353759765625,0.8782958984375,0.04400634765625,0.5,0.89,2.58,0.029533481866244545,0.7829127309070297
1648845587.1192791,-0.42767333984375,0.0885009765625,0.89654541015625,0.073974609375,0.52,-0.75,-2.47,0.0854092918257268,0.7290941703502749
1648845587.1763315,-0.36492919921875,0.10382080078125,0.91998291015625,0.09844970703125,2.09,2.62,0.35000000000000003,0.1369929891441939,0.6425247128749496
1648845587.2241015,-0.32379150390625,0.11688232421875,0.92938232421875,0.13330078125,4.33,0.63,-0.87,0.20865787669532243,0.5793369500641584
1648845587.2860374,-0.28729248046875,0.13140869140625,0.9337158203125,0.16845703125,5.12,3.13,-7.28,0.2756748700830496,0.52112519213084
1648845587.3472884,-0.20098876953125,0.12109375,0.9503173828125,0.20452880859375,7.07,1.59,-2.81,0.3538530859741777,0.3751980031037146
1648845587.4120314,-0.127197265625,0.0853271484375,0.96588134765625,0.208740234375,1.76,-6.92,10.97,0.3732135188022348,0.2423157233106265
1648845587.4702492,-0.0606689453125,0.05133056640625,0.97540283203125,0.20556640625,-6.76,-1.81,3.91,0.37424377191824465,0.12005244350747239
1648845587.5313163,0.003173828125,0.025390625,0.98681640625,0.15985107421875,0.8300000000000001,-1.97,2.34,0.296296201216337,0.0016508832924785797
1648845587.607524,0.02520751953125,0.00537109375,0.9959716796875,0.0858154296875,-1.1300000000000001,-0.85,5.84,0.1609087327530738,-0.04558320447443066
1648845587.668701,0.0540771484375,-0.03955078125,0.99383544921875,-0.0885009765625,-1.55,3.91,2.86,-0.17000125809340577,-0.09276632090430026
1648845587.730759,0.06805419921875,-0.06109619140625,0.973876953125,-0.20782470703125,-3.1,3.5100000000000002,1.67,-0.3900247867104436,-0.09149422620900932
1648845587.8040617,0.10772705078125,-0.07855224609375,0.9453125,-0.297607421875,-2.68,1.02,-0.77,-0.550877975089836,-0.11926096917955166
1648845587.8546624,0.1776123046875,-0.06854248046875,0.9075927734375,-0.3741455078125,-9.07,-7.17,-7.0,-0.6860557995356888,-0.17368380547695
1648845587.9156709,0.24267578125,-0.0555419921875,0.86578369140625,-0.43414306640625,-2.31,-6.66,-6.32,-0.7874664962529722,-0.1900685534287705
1648845587.976831,0.220947265625,-0.02447509765625,0.8184814453125,-0.52978515625,-7.71,-4.2700000000000005,2.2800000000000002,-0.8750126682809757,-0.11410086037169023
1648845588.0375943,0.19805908203125,-0.03387451171875,0.788330078125,-0.58148193359375,-1.79,3.02,4.98,-0.9076333396151187,-0.06530438045931117
1648845588.0991611,0.19952392578125,-0.06317138671875,0.75830078125,-0.617431640625,1.0,4.48,1.6500000000000001,-0.9263110927375727,-0.03417682589647546
1648845588.2063668,0.21697998046875,-0.083984375,0.70672607421875,-0.66815185546875,0.48,4.44,0.41000000000000003,-0.9386271753297757,-0.002420610421483443
1648845588.2098422,0.22052001953125,-0.0927734375,0.68975830078125,-0.683349609375,0.24,1.76,0.2,-0.9381872932562364,0.005283756145341439
1648845588.2679813,0.22418212890625,-0.1124267578125,0.65753173828125,-0.71044921875,-0.8300000000000001,-1.46,-1.79,-0.9328697730215342,0.01407665249805761
1648845588.3142166,0.21929931640625,-0.12432861328125,0.62042236328125,-0.74261474609375,-0.15,-2.98,0.8300000000000001,-0.919684717186697,0.016416528387683593
1648845588.375779,0.21630859375,-0.13702392578125,0.59271240234375,-0.76361083984375,-0.44,-0.21,1.28,-0.9063566848573595,0.011512364311228585
