PARAMS,swe-User,G Threshold =>,1.47,,Fall Detect Frequency [Hz],10,,,
Time_Begin,Fri Apr  1 16:35:22 2022,,Fall Event Recorded?,True,,False Positive?,False,,
Time End,Fri Apr  1 16:35:38 2022,,Fall Time,NULL,NULL,,,,
,,,,,,,,,
SWAY METRICS,,Mean Sway Distance [m],0.9163820755063086,,Mean Sway Velocity [m/s],,0.005682425621133101,,
,,,,,,,,,
Epoch Time [s],Quat_1,Quat_2,Quat_3,Quat_4,Lin_Acc_1 [m/s^2],Lin_Acc_2,Lin_Acc_3,C.O.P._x,C.O.P._y
1648845322.5101092,0.0780029296875,-0.6597900390625,-0.116943359375,-0.73822021484375,-0.08,0.1,0.02,0.529581762214604,-0.7691517939984165
1648845322.641676,0.0731201171875,-0.6636962890625,-0.11212158203125,-0.7359619140625,0.11,-0.04,0.05,0.5503787615395657,-0.7553382724333229
1648845322.707231,0.0711669921875,-0.67254638671875,-0.10791015625,-0.72869873046875,0.38,-0.93,-0.08,0.6094170564817596,-0.7107876247928788
1648845322.7657623,0.080322265625,-0.67462158203125,-0.1094970703125,-0.72552490234375,-0.46,0.25,0.23,0.5719161398355935,-0.7417134257455427
1648845322.8340094,0.08599853515625,-0.6788330078125,-0.109130859375,-0.72100830078125,-0.23,-0.07,-0.33,0.5606987246380006,-0.7510562454807271
1648845322.8884702,0.0904541015625,-0.68731689453125,-0.1121826171875,-0.7119140625,0.5,-0.49,0.4,0.7158698568542992,-0.6065153457289582
1648845322.9349213,0.0972900390625,-0.69415283203125,-0.12158203125,-0.7027587890625,-0.39,0.0,0.41000000000000003,0.9226298482642841,-0.17259930423612674
1648845322.9961705,0.1033935546875,-0.7008056640625,-0.13092041015625,-0.69354248046875,-0.42,-0.02,0.65,0.855353329698535,0.3862574923384645
1648845323.0423691,0.10968017578125,-0.71026611328125,-0.13568115234375,-0.6820068359375,0.08,0.44,0.64,0.5060683328442156,0.78947958758901
1648845323.1506765,0.11541748046875,-0.7239990234375,-0.13720703125,-0.6661376953125,0.41000000000000003,0.21,0.44,0.1684258030747556,0.9199831674631297
1648845323.2150788,0.12310791015625,-0.7403564453125,-0.1363525390625,-0.6466064453125,1.1,0.45,0.88,-0.04183765335770624,0.929326066489226
1648845323.2749376,0.12762451171875,-0.76226806640625,-0.13507080078125,-0.6199951171875,1.09,0.65,0.18,-0.1268167686478539,0.9111847220269701
1648845323.3349562,0.121337890625,-0.77825927734375,-0.13946533203125,-0.60009765625,2.39,-0.5700000000000001,-1.6500000000000001,-0.08025579568767982,0.9052373664295047
1648845323.397254,0.1212158203125,-0.7890625,-0.14959716796875,-0.5833740234375,1.83,0.39,-1.1,-0.054136618999266674,0.8967402090110971
1648845323.457354,0.121337890625,-0.79559326171875,-0.15765380859375,-0.57220458984375,0.97,0.36,-0.9400000000000001,-0.03758578464500175,0.889860125764445
1648845323.5195198,0.11920166015625,-0.80322265625,-0.16595458984375,-0.55950927734375,0.96,0.5,-0.98,-0.015716053850932995,0.8807281387105934
1648845323.5815575,0.11822509765625,-0.80914306640625,-0.178955078125,-0.54705810546875,1.01,0.07,-0.71,0.011247639586818242,0.8706750372460679
1648845323.6557188,0.11962890625,-0.815673828125,-0.19781494140625,-0.53033447265625,0.97,0.1,0.25,0.03363373936732069,0.8559928668135112
1648845323.7495844,0.12091064453125,-0.821533203125,-0.2159423828125,-0.513671875,0.27,-0.43,1.08,0.04904941185004503,0.8401190956512223
1648845323.7500808,0.12176513671875,-0.822265625,-0.22418212890625,-0.5087890625,0.9500000000000001,0.29,0.97,0.05769907039652617,0.8350851811936194
1648845323.796671,0.1201171875,-0.82208251953125,-0.23358154296875,-0.505126953125,0.48,0.49,2.2800000000000002,0.07812079074700996,0.8293788008363341
1648845323.8584359,0.1136474609375,-0.8194580078125,-0.23126220703125,-0.511962890625,-1.6400000000000001,-0.31,2.33,0.10476779922685546,0.8317328428790337
1648845323.9287493,0.10186767578125,-0.81341552734375,-0.22308349609375,-0.5274658203125,-3.29,-0.99,1.34,0.15250313982622513,0.8368821917586897
1648845323.9811585,0.09332275390625,-0.8095703125,-0.2158203125,-0.53790283203125,-1.01,0.06,0.14,0.1847358240357796,0.8386271540709606
1648845324.0322795,0.08587646484375,-0.79931640625,-0.20343017578125,-0.55889892578125,-2.41,-1.08,-0.27,0.22760632973784858,0.8454865949045042
1648845324.0887918,0.0736083984375,-0.7945556640625,-0.18536376953125,-0.573486328125,-1.06,1.75,-0.17,0.26028049076406984,0.8465250916029305
1648845324.150291,0.05230712890625,-0.790771484375,-0.16583251953125,-0.5869140625,-0.41000000000000003,1.76,0.16,0.32283482034367916,0.8334612718673726
1648845324.2114372,0.0289306640625,-0.789306640625,-0.14044189453125,-0.59698486328125,0.07,1.31,0.9400000000000001,0.36887149769414995,0.8204706670641899
1648845324.2733252,0.0052490234375,-0.7872314453125,-0.11151123046875,-0.60650634765625,-0.5700000000000001,0.75,0.26,0.406584255386755,0.8089247276204726
