PARAMS,swe-User,G Threshold =>,1.47,,Fall Detect Frequency [Hz],10,,,
Time_Begin,Fri Apr  1 16:52:26 2022,,Fall Event Recorded?,True,,False Positive?,True,,
Time End,Fri Apr  1 16:52:30 2022,,Fall Time,NULL,NULL,,,,
,,,,,,,,,
SWAY METRICS,,Mean Sway Distance [m],0.9329610394796379,,Mean Sway Velocity [m/s],,0.013253588046111346,,
,,,,,,,,,
Epoch Time [s],Quat_1,Quat_2,Quat_3,Quat_4,Lin_Acc_1 [m/s^2],Lin_Acc_2,Lin_Acc_3,C.O.P._x,C.O.P._y
1648846346.6506648,-0.409912109375,0.4217529296875,0.74383544921875,0.31744384765625,-0.05,0.12,-0.15,0.24768439404209705,0.794578233627588
1648846346.6974528,-0.41265869140625,0.41900634765625,0.7440185546875,0.31707763671875,-0.12,-0.05,0.04,0.2488448350038869,0.7962773083911123
1648846346.7589788,-0.4158935546875,0.41583251953125,0.7447509765625,0.31536865234375,0.12,-0.15,0.01,0.24647929315025413,0.7986503524529294
1648846346.8054156,-0.42022705078125,0.4127197265625,0.744873046875,0.31341552734375,0.65,0.33,0.36,0.2417569202599453,0.8024762982467503
1648846346.868189,-0.42608642578125,0.411376953125,0.74261474609375,0.31268310546875,0.74,-0.25,-0.07,0.2344397241368285,0.8090479170222317
1648846346.9287398,-0.43365478515625,0.409912109375,0.7386474609375,0.31353759765625,0.25,-0.65,-0.17,0.22936789331424573,0.8171004222233529
1648846346.9908733,-0.44140625,0.40826416015625,0.73577880859375,0.31170654296875,0.05,-1.23,-0.08,0.21579684663594817,0.8259146292068863
1648846347.051891,-0.45074462890625,0.406982421875,0.73309326171875,0.3062744140625,0.06,-0.27,0.31,0.1861633110266496,0.8373991952882669
1648846347.1134038,-0.4573974609375,0.41119384765625,0.724609375,0.310791015625,-0.6,-0.39,0.03,0.17626549212641646,0.8468096075549815
1648846347.175498,-0.45477294921875,0.42291259765625,0.7109375,0.3299560546875,-0.13,-0.81,-0.42,0.20974070068841733,0.8469883165005412
1648846347.236246,-0.44866943359375,0.441162109375,0.689453125,0.35882568359375,-0.16,0.14,-0.87,0.2622902892442718,0.8429636058917419
1648846347.282849,-0.44158935546875,0.460693359375,0.65728759765625,0.40087890625,-0.68,-0.67,-3.5700000000000003,0.36070981307705935,0.8231665817982313
1648846347.3520532,-0.44000244140625,0.473388671875,0.624755859375,0.43817138671875,0.19,-0.96,-3.04,0.46615934191324176,0.7859515046160965
1648846347.421888,-0.44439697265625,0.48590087890625,0.5821533203125,0.47698974609375,1.3900000000000001,3.62,0.12,0.5966562811746408,0.7108667155649216
1648846347.4827976,-0.4197998046875,0.520263671875,0.5294189453125,0.52227783203125,-0.72,2.4,0.99,0.7055592293842403,0.6116385559758888
1648846347.5439286,-0.36834716796875,0.5589599609375,0.48822021484375,0.55987548828125,0.46,0.87,-0.25,0.7496250926357985,0.5567580605594418
1648846347.6054492,-0.32757568359375,0.58819580078125,0.4427490234375,0.5921630859375,-2.4,-1.41,0.04,0.8032617301631947,0.4791875354953887
1648846347.6710625,-0.29400634765625,0.61834716796875,0.4150390625,0.59912109375,-0.17,0.15,0.1,0.7269912158258984,0.5848949395455126
1648846347.7282894,-0.25634765625,0.64666748046875,0.3818359375,0.6085205078125,0.93,1.32,-0.14,0.6768299863075601,0.6392097952301945
1648846347.7895033,-0.2193603515625,0.669189453125,0.34063720703125,0.6229248046875,-1.21,0.56,-0.35000000000000003,0.6716706210102252,0.6446952576987538
1648846347.8505638,-0.17462158203125,0.695068359375,0.2979736328125,0.63055419921875,-1.19,1.93,-0.23,0.6374047862906258,0.6757412005448511
1648846347.9132876,-0.12310791015625,0.7191162109375,0.25244140625,0.6356201171875,1.1300000000000001,-0.81,-0.77,0.6239717663220875,0.6846909907233528
1648846347.9132876,-0.097900390625,0.729248046875,0.23236083984375,0.6361083984375,1.11,-2.25,-2.27,0.6243553121287378,0.6822024360748514
1648846347.9736557,-0.07733154296875,0.73809814453125,0.2113037109375,0.63604736328125,1.9100000000000001,-2.15,-1.59,0.6138386415988689,0.6899944437568992
1648846348.0637262,-0.045654296875,0.7515869140625,0.16302490234375,0.63751220703125,-0.48,-1.59,-0.75,0.5684557537685248,0.7269397774573418
1648846348.11272,-0.017333984375,0.761474609375,0.12640380859375,0.635498046875,-0.76,0.78,-0.8,0.538549296952293,0.7474604566697403
1648846348.1131494,0.00079345703125,0.76458740234375,0.10687255859375,0.6356201171875,-0.68,1.36,-1.21,0.5454324178226735,0.7424342324001395
1648846348.1736624,0.02001953125,0.76666259765625,0.0849609375,0.6361083984375,-0.39,0.75,-1.45,0.5537820635477118,0.7366893958088103
1648846348.2392929,0.06951904296875,0.7630615234375,0.029541015625,0.64190673828125,-1.04,0.4,-1.8800000000000001,0.6146110699164316,0.6921386888981077
1648846348.3011985,0.1072998046875,0.755859375,-0.000732421875,0.6458740234375,0.97,-1.1300000000000001,-2.57,0.7030604610695732,0.6073660866305485
1648846348.3573754,0.13140869140625,0.74420166015625,-0.0311279296875,0.6541748046875,0.68,1.1500000000000001,-1.24,0.7662457421134583,0.5324029297535571
1648846348.4189627,0.15045166015625,0.73468017578125,-0.06207275390625,0.65863037109375,-1.76,0.26,-0.56,0.795741683767414,0.49122440071788936
1648846348.4645092,0.1734619140625,0.7340087890625,-0.0911865234375,0.6502685546875,3.08,2.18,0.1,0.7719200360559256,0.5267875545671192
1648846348.5131538,0.204833984375,0.7264404296875,-0.13189697265625,0.642578125,-0.71,-2.68,0.05,0.7673351716012142,0.533961120794536
1648846348.57278,0.23663330078125,0.717529296875,-0.1619873046875,0.634765625,-1.62,-1.6400000000000001,0.07,0.8001323787778852,0.484763088407662
1648846348.6343145,0.2547607421875,0.717041015625,-0.17889404296875,0.62359619140625,-0.1,0.4,0.88,0.7871702970018231,0.5038356599067803
1648846348.6960325,0.2637939453125,0.7142333984375,-0.1939697265625,0.61859130859375,0.3,0.53,0.77,0.7697407215403539,0.5297081992247419
1648846348.757138,0.27313232421875,0.70941162109375,-0.2144775390625,0.61328125,-0.14,0.81,0.2,0.7358964585938809,0.5753269325410433
1648846348.8036942,0.28472900390625,0.70556640625,-0.233154296875,0.6055908203125,-0.26,1.01,0.43,0.7067238241945203,0.609976579833515
1648846348.8977442,0.29150390625,0.6988525390625,-0.25091552734375,0.60308837890625,-0.65,1.24,0.44,0.6705452224660567,0.6498426944359326
1648846348.9587846,0.2833251953125,0.69244384765625,-0.27520751953125,0.603759765625,-0.99,0.89,-0.5,0.44850322559612793,0.8180878705327441
1648846349.019966,0.2669677734375,0.70135498046875,-0.2811279296875,0.59814453125,4.2,-0.63,-2.24,0.24384356073523947,0.8966071338026999
1648846349.0842361,0.27490234375,0.71337890625,-0.264892578125,0.587646484375,-1.02,-0.67,0.53,0.42739153054562345,0.8224273110576013
1648846349.1431942,0.28741455078125,0.7176513671875,-0.2369384765625,0.58843994140625,0.99,-3.02,-0.93,0.6427382737833413,0.6709988493635627
1648846349.2048507,0.27642822265625,0.71966552734375,-0.2056884765625,0.60284423828125,-0.24,0.52,1.01,0.7318630994591081,0.5769290578467349
1648846349.2662084,0.2725830078125,0.7197265625,-0.18768310546875,0.6103515625,-1.25,-1.19,-0.19,0.786472803606181,0.5027231409737605
1648846349.2662084,0.2711181640625,0.7232666015625,-0.1851806640625,0.6075439453125,1.94,-1.28,-0.79,0.773833494367436,0.5203313526581017
1648846349.326972,0.2679443359375,0.725341796875,-0.185302734375,0.6064453125,3.27,-0.53,0.9400000000000001,0.7555372111117521,0.5454103806797373
1648846349.3882284,0.24774169921875,0.72467041015625,-0.189697265625,0.6143798828125,0.21,-2.23,1.04,0.6734881389586136,0.6436776127761321
1648846349.4537024,0.2406005859375,0.7254638671875,-0.19073486328125,0.615966796875,-1.18,-1.07,0.73,0.6318584249243344,0.6841113865004114
1648846349.5124457,0.23895263671875,0.72802734375,-0.19207763671875,0.6131591796875,-1.31,0.05,0.29,0.6035609739326668,0.7078335219023546
1648846349.576373,0.24407958984375,0.7320556640625,-0.18890380859375,0.6072998046875,0.72,-0.16,-0.53,0.6253256755557618,0.6870198765209188
1648846349.6339457,0.255615234375,0.73248291015625,-0.18829345703125,0.60223388671875,0.7000000000000001,-0.26,-0.64,0.6721571810014213,0.641169543961154
1648846349.7007196,0.25946044921875,0.72955322265625,-0.1865234375,0.6046142578125,1.2,0.08,-1.41,0.7057850773129558,0.6058036771893651
1648846349.757478,0.24542236328125,0.73748779296875,-0.18218994140625,0.6021728515625,-1.03,-2.64,0.44,0.6371279914974818,0.6738784136050093
1648846349.819123,0.2296142578125,0.748046875,-0.1651611328125,0.600341796875,-0.02,1.1500000000000001,0.97,0.6020304137976498,0.7014832544688726
1648846349.8893833,0.21697998046875,0.7596435546875,-0.1463623046875,0.5953369140625,-0.72,-0.93,1.07,0.5813673449509745,0.7133989133627451
1648846349.9417038,0.20068359375,0.77386474609375,-0.13629150390625,0.58502197265625,0.44,-1.06,0.46,0.5078679387857865,0.7579718705475169
1648846350.0032172,0.1837158203125,0.7816162109375,-0.12408447265625,0.5830078125,-1.6300000000000001,1.23,1.32,0.4611192350485893,0.7824317168933175
1648846350.0649724,0.1712646484375,0.78570556640625,-0.10797119140625,0.58453369140625,-2.61,1.1300000000000001,2.16,0.45484538180560447,0.7846103428958275
1648846350.1509252,0.16461181640625,0.786865234375,-0.10150146484375,0.5860595703125,0.17,2.82,2.25,0.4467147717933192,0.789025653253565
1648846350.2100544,0.15582275390625,0.78350830078125,-0.10723876953125,0.59185791015625,2.82,1.26,0.75,0.3974784711414612,0.8170999670191511
1648846350.2100544,0.15740966796875,0.78155517578125,-0.10687255859375,0.5941162109375,2.34,0.02,1.58,0.4109634422360379,0.8121425261078691
1648846350.2646008,0.15863037109375,0.78094482421875,-0.10247802734375,0.5953369140625,5.71,1.35,2.89,0.43450930853406167,0.800744545465282
1648846350.3261054,0.166259765625,0.77923583984375,-0.08154296875,0.5987548828125,4.1,1.59,3.0,0.5429617952167656,0.7352920885284104
1648846350.3869076,0.1705322265625,0.77337646484375,-0.06768798828125,0.60687255859375,1.45,0.31,3.92,0.6219709452534085,0.6762135136924837
