PARAMS,swe-User,G Threshold =>,1.47,,Fall Detect Frequency [Hz],10,,,
Time_Begin,Fri Apr  1 16:52:42 2022,,Fall Event Recorded?,False,,False Positive?,False,,
Time End,Fri Apr  1 16:52:51 2022,,Fall Time,NULL,NULL,,,,
,,,,,,,,,
SWAY METRICS,,Mean Sway Distance [m],0.9351986024027331,,Mean Sway Velocity [m/s],,0.018413937607647153,,
,,,,,,,,,
Epoch Time [s],Quat_1,Quat_2,Quat_3,Quat_4,Lin_Acc_1 [m/s^2],Lin_Acc_2,Lin_Acc_3,C.O.P._x,C.O.P._y
1648846362.5707338,-0.17474365234375,0.632568359375,0.243896484375,0.71405029296875,0.0,-0.05,-0.02,0.7925022297364073,-0.4973761623480681
1648846362.6299174,-0.1748046875,0.63238525390625,0.24383544921875,0.71417236328125,0.0,0.0,-0.03,0.7910879971633011,-0.49944125362761266
1648846362.6927524,-0.1749267578125,0.63214111328125,0.2437744140625,0.71441650390625,0.03,-0.02,-0.08,0.7890015692041663,-0.5027193228187269
1648846362.752911,-0.17498779296875,0.63189697265625,0.24371337890625,0.714599609375,0.04,0.04,-0.09,0.7872204218662056,-0.5053183037231614
1648846362.8147323,-0.17498779296875,0.6319580078125,0.24371337890625,0.71453857421875,0.06,0.0,-0.04,0.7875835097362561,-0.5047582747558957
1648846362.8773696,-0.17510986328125,0.6317138671875,0.24371337890625,0.71478271484375,0.01,0.01,-0.01,0.7857605099523721,-0.5076352732580101
1648846362.9397774,-0.1751708984375,0.63134765625,0.24365234375,0.715087890625,0.04,0.05,-0.04,0.7832543053460633,-0.5112973658729559
1648846363.0021293,-0.1754150390625,0.6307373046875,0.24346923828125,0.71563720703125,0.07,0.02,-0.05,0.7781914832021964,-0.5187411443119488
1648846363.0606194,-0.17596435546875,0.6298828125,0.24298095703125,0.7164306640625,-0.06,0.05,-0.08,0.7692960846702005,-0.5314862726811361
1648846363.1211185,-0.17657470703125,0.62762451171875,0.2423095703125,0.71844482421875,0.1,0.02,-0.05,0.7514398969433926,-0.5554401005473334
1648846363.1824934,-0.176513671875,0.62689208984375,0.2415771484375,0.7193603515625,0.05,-0.06,-0.08,0.7435460240813261,-0.5656133529018716
1648846363.244278,-0.17669677734375,0.62615966796875,0.2413330078125,0.72003173828125,0.03,-0.08,0.03,0.7376703329012909,-0.5729358183411719
1648846363.3055766,-0.17694091796875,0.6253662109375,0.2410888671875,0.72076416015625,-0.03,-0.06,0.08,0.7312553608846666,-0.5808046266305138
1648846363.3671417,-0.17681884765625,0.624755859375,0.24066162109375,0.721435546875,0.1,0.0,-0.04,0.7260489857601394,-0.5869428575140242
1648846363.4134037,-0.1767578125,0.624267578125,0.24029541015625,0.72198486328125,0.07,-0.02,-0.1,0.7216204457890034,-0.5921156255392004
1648846363.4753823,-0.17681884765625,0.62359619140625,0.23992919921875,0.72271728515625,0.05,0.02,-0.13,0.715762469338858,-0.5989541309366792
1648846363.536863,-0.17718505859375,0.62255859375,0.23968505859375,0.72357177734375,0.04,0.04,-0.09,0.7079179750244419,-0.6077043651184183
1648846363.5993414,-0.1773681640625,0.62176513671875,0.23907470703125,0.72442626953125,0.07,-0.01,-0.12,0.699751503707451,-0.616712483779986
1648846363.6691895,-0.17779541015625,0.62060546875,0.23797607421875,0.7257080078125,0.0,-0.02,-0.09,0.6860636953080539,-0.6313329831579338
1648846363.7223861,-0.178955078125,0.61859130859375,0.2359619140625,0.727783203125,0.1,0.13,-0.06,0.6602401714760251,-0.6571585664872102
1648846363.7833488,-0.17755126953125,0.617431640625,0.23504638671875,0.72943115234375,-0.25,-0.05,-0.17,0.6545288560280895,-0.6622683780210996
1648846363.844853,-0.17486572265625,0.6202392578125,0.2313232421875,0.72882080078125,-0.16,0.27,-0.25,0.6547379759296829,-0.6625274882901104
1648846363.9063544,-0.1708984375,0.6260986328125,0.22564697265625,0.7265625,0.01,-0.35000000000000003,0.27,0.6629230096593531,-0.6559029524527411
1648846363.9524367,-0.16680908203125,0.63421630859375,0.22406005859375,0.720947265625,0.16,-0.03,0.01,0.7139913216356969,-0.6028397405492991
1648846364.0136817,-0.1654052734375,0.6434326171875,0.22576904296875,0.71246337890625,0.67,0.13,0.31,0.7895220812479017,-0.5033589119221857
1648846364.0751867,-0.16497802734375,0.65106201171875,0.22802734375,0.70489501953125,-0.62,-0.5700000000000001,0.36,0.8553120596235377,-0.3840334447780982
1648846364.1516135,-0.1624755859375,0.65496826171875,0.2353515625,0.699462890625,-0.08,-0.24,-0.14,0.906562780240778,-0.24177419071201553
1648846364.2131183,-0.1578369140625,0.66278076171875,0.238037109375,0.69219970703125,0.11,-0.15,0.32,0.9365553491381241,-0.06269123635196788
1648846364.3061593,-0.154052734375,0.668212890625,0.2349853515625,0.6888427734375,-0.45,0.15,0.19,0.9382429266848314,0.02758961669087191
1648846364.3061593,-0.148681640625,0.6737060546875,0.23236083984375,0.685546875,-0.2,-0.18,0.3,0.9303856339836116,0.1233495946436102
1648846364.366877,-0.14373779296875,0.6832275390625,0.2313232421875,0.67755126953125,0.21,0.23,0.59,0.8869606113106722,0.3050720794696661
1648846364.4307082,-0.137451171875,0.698486328125,0.23150634765625,0.6630859375,1.55,0.5700000000000001,0.21,0.7615010456680824,0.5434079563515815
1648846364.4895163,-0.12689208984375,0.71551513671875,0.23553466796875,0.6453857421875,5.3100000000000005,0.55,-1.47,0.6311220280481471,0.6833138306714109
1648846364.5511878,-0.1195068359375,0.725341796875,0.234619140625,0.63604736328125,3.41,2.23,-0.53,0.5729727423188138,0.7277562210897975
1648846364.59731,-0.1029052734375,0.73358154296875,0.22784423828125,0.63189697265625,1.81,-0.2,-1.2,0.5680520818825763,0.7278331791189453
1648846364.658814,-0.09307861328125,0.74560546875,0.225341796875,0.6202392578125,0.5,1.29,-0.15,0.5169079336570886,0.7575976480916928
1648846364.7229092,-0.07293701171875,0.75653076171875,0.22174072265625,0.61090087890625,0.53,1.67,-0.72,0.5175165864574572,0.7492238525697288
1648846364.7822292,-0.04681396484375,0.762451171875,0.2138671875,0.60888671875,-0.77,1.43,0.54,0.5602774692054694,0.7143717749796348
1648846364.859334,-0.02313232421875,0.76611328125,0.200439453125,0.6102294921875,-2.09,0.19,-0.24,0.5964902063607088,0.684426598618016
1648846364.9057214,0.00048828125,0.76971435546875,0.18463134765625,0.611083984375,-2.22,1.42,1.45,0.6257758865334554,0.6580552667707632
1648846365.0172064,0.04473876953125,0.77093505859375,0.14556884765625,0.61846923828125,-1.7,-1.6,0.2,0.6882031483298252,0.6004576379017399
1648846365.0172064,0.0555419921875,0.77099609375,0.13336181640625,0.6202392578125,-1.54,-1.8900000000000001,0.34,0.6998416165101158,0.5890471557480551
1648846365.075737,0.0740966796875,0.7725830078125,0.10614013671875,0.62158203125,-1.5,0.02,1.04,0.705502087533023,0.5849690957108447
1648846365.1223605,0.09503173828125,0.77130126953125,0.07366943359375,0.625,-0.71,0.9,0.59,0.7184790375547127,0.5739515752906792
1648846365.1833682,0.11944580078125,0.7667236328125,0.03131103515625,0.6300048828125,-0.56,0.67,0.6900000000000001,0.733682653062962,0.5613061503830724
