PARAMS,swe-User,G Threshold =>,1.47,,Fall Detect Frequency [Hz],10,,,
Time_Begin,Fri Apr  1 16:42:48 2022,,Fall Event Recorded?,True,,False Positive?,False,,
Time End,Fri Apr  1 16:43:03 2022,,Fall Time,NULL,NULL,,,,
,,,,,,,,,
SWAY METRICS,,Mean Sway Distance [m],0.9352701511257788,,Mean Sway Velocity [m/s],,0.04634011904348342,,
,,,,,,,,,
Epoch Time [s],Quat_1,Quat_2,Quat_3,Quat_4,Lin_Acc_1 [m/s^2],Lin_Acc_2,Lin_Acc_3,C.O.P._x,C.O.P._y
1648845768.9061155,0.112548828125,-0.64739990234375,-0.18011474609375,-0.73199462890625,0.03,-0.07,0.2,0.7253219188974489,-0.5889473510838923
1648845769.0143504,0.112548828125,-0.6468505859375,-0.1788330078125,-0.7327880859375,0.03,-0.1,0.16,0.7145480002840441,-0.6016254949554964
1648845769.0760903,0.11077880859375,-0.64617919921875,-0.1766357421875,-0.734130859375,0.0,0.01,0.18,0.7039644326755505,-0.613401558032862
1648845769.137632,0.10931396484375,-0.64532470703125,-0.17510986328125,-0.7354736328125,-0.17,0.22,0.21,0.6949671363150656,-0.6231074844819684
1648845769.199828,0.103515625,-0.644287109375,-0.17230224609375,-0.7379150390625,-0.09,0.31,0.19,0.6930789241787859,-0.6245641126801618
1648845769.2607565,0.0985107421875,-0.64715576171875,-0.170654296875,-0.7364501953125,0.46,-0.41000000000000003,-0.08,0.7184901104922459,-0.596111218586279
1648845769.3224971,0.098388671875,-0.65179443359375,-0.17218017578125,-0.7320556640625,0.49,-0.6900000000000001,0.75,0.7561597215903381,-0.5496955690659916
1648845769.3838656,0.0999755859375,-0.6561279296875,-0.169189453125,-0.7286376953125,-0.51,-0.18,0.49,0.765819994813623,-0.5374276917407642
1648845769.445753,0.09588623046875,-0.66278076171875,-0.1651611328125,-0.72406005859375,-0.05,-0.01,-1.02,0.8060113092779866,-0.477035370329959
