PARAMS,swe-User,G Threshold =>,1.47,,Fall Detect Frequency [Hz],10,,,
Time_Begin,Fri Apr  1 16:43:45 2022,,Fall Event Recorded?,False,,False Positive?,False,,
Time End,Fri Apr  1 16:43:58 2022,,Fall Time,NULL,NULL,,,,
,,,,,,,,,
SWAY METRICS,,Mean Sway Distance [m],0.938064041347283,,Mean Sway Velocity [m/s],,0.013774733721003246,,
,,,,,,,,,
Epoch Time [s],Quat_1,Quat_2,Quat_3,Quat_4,Lin_Acc_1 [m/s^2],Lin_Acc_2,Lin_Acc_3,C.O.P._x,C.O.P._y
1648845825.5603192,0.0504150390625,0.6590576171875,0.05413818359375,0.7484130859375,0.1,0.54,0.0,0.7151632477841642,-0.5964413651759707
1648845825.6218414,0.04803466796875,0.66375732421875,0.04766845703125,0.744873046875,0.0,0.26,0.18,0.7159140136350569,-0.5975564702984586
1648845825.7307608,0.04852294921875,0.6690673828125,0.0428466796875,0.74041748046875,-0.03,0.15,-0.19,0.7375482371274514,-0.5729401043366386
1648845825.7958355,0.049560546875,0.672607421875,0.041015625,0.7371826171875,-0.04,0.04,-0.12,0.7609954153439734,-0.5427296470567732
1648845825.8531818,0.05035400390625,0.67864990234375,0.040283203125,0.73162841796875,0.29,-0.34,-0.2,0.8070036704767521,-0.474182683662812
1648845825.9455519,0.05133056640625,0.68450927734375,0.04559326171875,0.72576904296875,-0.21,-0.06,-0.03,0.862192120022271,-0.3670604773279334
1648845826.0065658,0.05609130859375,0.69891357421875,0.054443359375,0.7109375,0.13,0.0,0.52,0.9330856170493163,-0.10133604981483393
1648845826.0532265,0.057373046875,0.70880126953125,0.06005859375,0.70050048828125,0.0,-0.81,0.75,0.9362235343597033,0.0670291538886388
1648845826.162607,0.0577392578125,0.7210693359375,0.0625,0.68756103515625,-0.15,-0.1,0.7000000000000001,0.9033047064172058,0.25105253725892773
1648845826.2602081,0.06121826171875,0.7410888671875,0.0633544921875,0.66558837890625,0.38,0.91,0.33,0.8020051266062105,0.47739305160534296
1648845826.3159716,0.06640625,0.76416015625,0.0631103515625,0.638427734375,2.23,0.08,-0.58,0.6750024847383487,0.6309538671760857
1648845826.3199553,0.0675048828125,0.76751708984375,0.0635986328125,0.63427734375,1.3900000000000001,0.4,-0.41000000000000003,0.6602243235543777,0.6439380752230658
1648845826.3780403,0.0718994140625,0.77069091796875,0.077392578125,0.62841796875,1.45,1.12,0.92,0.6770097068103456,0.6226159386786352
1648845826.4384894,0.0794677734375,0.7777099609375,0.09039306640625,0.61700439453125,1.24,0.61,-0.27,0.6768095546036262,0.6148870877941605
1648845826.5270538,0.0810546875,0.787109375,0.10015869140625,0.60321044921875,1.49,0.24,-0.41000000000000003,0.6496082432533425,0.6324429599702702
1648845826.57727,0.07696533203125,0.79791259765625,0.106201171875,0.58831787109375,1.1400000000000001,0.53,-0.53,0.6026434983217082,0.6639128047062923
1648845826.6260712,0.0682373046875,0.81024169921875,0.11444091796875,0.57073974609375,0.23,0.79,0.17,0.543999575727365,0.6955625610308134
1648845826.691414,0.06146240234375,0.82196044921875,0.1134033203125,0.55474853515625,0.8200000000000001,1.23,-0.17,0.4840293903569709,0.7222544603151326
1648845826.7466803,0.06024169921875,0.8326416015625,0.10577392578125,0.54022216796875,0.43,0.62,0.14,0.4361074645645246,0.7371919278763962
1648845826.8081152,0.06219482421875,0.83404541015625,0.1025390625,0.53851318359375,-1.42,0.99,1.25,0.43274927595926826,0.7376390741475988
1648845826.869153,0.06597900390625,0.83441162109375,0.0980224609375,0.53826904296875,-1.06,1.01,1.9100000000000001,0.43544572452296243,0.7362184666988866
1648845826.9308197,0.0745849609375,0.83355712890625,0.09185791015625,0.53961181640625,-0.38,0.98,1.5,0.4522090422777516,0.7287200250535454
1648845826.9924202,0.08990478515625,0.8306884765625,0.0762939453125,0.54412841796875,-0.38,0.21,1.06,0.47897050941582375,0.7187268243182713
1648845827.0537045,0.1060791015625,0.82818603515625,0.05487060546875,0.547607421875,0.18,0.39,0.21,0.4970509134132401,0.7130061345093374
1648845827.1150596,0.11785888671875,0.82562255859375,0.02545166015625,0.55120849609375,0.39,1.16,0.44,0.4892884739861009,0.7243295472931771
1648845827.17633,0.1318359375,0.8214111328125,-0.00726318359375,0.5548095703125,-0.44,0.66,0.28,0.4808615302005741,0.7363200368504703
1648845827.2379093,0.1573486328125,0.812744140625,-0.0546875,0.55828857421875,-0.6900000000000001,-0.97,-0.74,0.48012542340348735,0.7458684354607633
1648845827.3474464,0.19805908203125,0.79266357421875,-0.1199951171875,0.56396484375,-1.37,-0.45,-0.62,0.49800064621921686,0.7492274968946337
1648845827.4077342,0.23077392578125,0.77093505859375,-0.17620849609375,0.56689453125,-0.9500000000000001,-0.11,-0.38,0.4959398495456928,0.7614464614052069
1648845827.468704,0.25079345703125,0.7578125,-0.20709228515625,0.56561279296875,-0.33,0.41000000000000003,-0.04,0.495955739812215,0.7659898086763934
1648845827.5768478,0.27978515625,0.73675537109375,-0.243896484375,0.565185546875,-0.36,0.08,0.36,0.5211879429573296,0.7567274899190394
1648845827.64373,0.30950927734375,0.71429443359375,-0.28363037109375,0.55999755859375,-0.65,-0.22,0.56,0.5314590475138558,0.7548732212038111
1648845827.7660415,0.33551025390625,0.69140625,-0.321044921875,0.553466796875,0.14,0.7000000000000001,1.3800000000000001,0.5221102567739109,0.7650876013590414
1648845827.7660415,0.343994140625,0.68060302734375,-0.328369140625,0.55731201171875,-1.43,-0.7000000000000001,0.51,0.5481620984436258,0.7502098091262414
1648845827.8251853,0.35626220703125,0.66656494140625,-0.35009765625,0.55340576171875,0.25,-0.49,1.19,0.5138695332604821,0.775516982737016
1648845827.8841965,0.3551025390625,0.6719970703125,-0.356201171875,0.5435791015625,2.33,-0.54,-0.47000000000000003,0.4671486801701552,0.8008022187712764
1648845827.945397,0.34423828125,0.68170166015625,-0.36395263671875,0.533203125,2.8000000000000003,0.42,0.24,0.361884264014186,0.8466749328522073
1648845828.0062912,0.34075927734375,0.682373046875,-0.362060546875,0.53582763671875,-1.6,2.11,-0.63,0.34723725034368375,0.8529265343112992
1648845828.0671644,0.3614501953125,0.67877197265625,-0.365966796875,0.5240478515625,-1.87,0.9400000000000001,-0.87,0.4620856351774628,0.7974298703456216
1648845828.1133685,0.3780517578125,0.671142578125,-0.3758544921875,0.51507568359375,0.29,0.47000000000000003,-0.61,0.5145667742145897,0.7658749576405887
1648845828.174798,0.394287109375,0.66351318359375,-0.38232421875,0.508056640625,0.25,0.0,0.34,0.577143554875556,0.7223083687545196
1648845828.2384727,0.416748046875,0.65362548828125,-0.38525390625,0.50067138671875,-1.24,0.58,0.68,0.6800683305481791,0.6312446331846322
