PARAMS,swe-User,G Threshold =>,1.47,,Fall Detect Frequency [Hz],10,,,
Time_Begin,Fri Apr  1 16:31:56 2022,,Fall Event Recorded?,True,,False Positive?,False,,
Time End,Fri Apr  1 16:32:08 2022,,Fall Time,NULL,NULL,,,,
,,,,,,,,,
SWAY METRICS,,Mean Sway Distance [m],0.9150990337182991,,Mean Sway Velocity [m/s],,0.005738008543981432,,
,,,,,,,,,
Epoch Time [s],Quat_1,Quat_2,Quat_3,Quat_4,Lin_Acc_1 [m/s^2],Lin_Acc_2,Lin_Acc_3,C.O.P._x,C.O.P._y
1648845116.2048948,-0.34613037109375,0.63592529296875,0.30780029296875,0.61724853515625,0.13,0.22,0.2,-0.9382800872898274,-0.025805249138175956
1648845116.273341,-0.34344482421875,0.63641357421875,0.30731201171875,0.61846923828125,0.05,0.23,0.15,-0.9384719652023391,-0.01636019135354492
1648845116.3234386,-0.336669921875,0.6376953125,0.302734375,0.62322998046875,0.08,0.09,0.0,-0.9366836771398995,-0.0621725696714705
1648845116.3851163,-0.33221435546875,0.63922119140625,0.29644775390625,0.62701416015625,-0.21,0.29,-0.18,-0.9305299129939687,-0.12330387050714302
1648845116.4451356,-0.326171875,0.64080810546875,0.291748046875,0.6307373046875,-0.16,0.63,-0.08,-0.925485494226964,-0.15651335741384603
1648845116.5543795,-0.31866455078125,0.64373779296875,0.28619384765625,0.63409423828125,0.19,0.47000000000000003,-0.33,-0.9275985317841513,-0.14325932607332256
1648845116.6156778,-0.30914306640625,0.654541015625,0.2734375,0.63336181640625,-0.48,0.12,-0.15,-0.9328711035198952,0.10339304482794462
1648845116.699502,-0.30255126953125,0.6666259765625,0.25701904296875,0.630859375,0.31,0.48,0.15,-0.9074299961656902,0.2393078130852708
1648845116.7540603,-0.2950439453125,0.674560546875,0.23956298828125,0.63287353515625,-0.35000000000000003,-0.45,0.39,-0.9080453554158255,0.2367494060830959
1648845116.8159132,-0.285888671875,0.6815185546875,0.22314453125,0.6356201171875,-0.17,-0.04,-0.09,-0.9064708607568781,0.24236694277318419
1648845116.8769195,-0.27703857421875,0.69091796875,0.21246337890625,0.633056640625,-0.34,-0.1,0.1,-0.8729632949488005,0.34252266470070886
1648845116.9384239,-0.27362060546875,0.70452880859375,0.2054443359375,0.6217041015625,0.49,-0.59,1.28,-0.8072624072777014,0.4734246649033951
1648845116.9997845,-0.28143310546875,0.720947265625,0.19866943359375,0.60125732421875,1.75,0.02,0.8,-0.7652983952840222,0.5319667873328986
1648845117.0603144,-0.29241943359375,0.73455810546875,0.18634033203125,0.583251953125,0.58,0.04,0.8,-0.7689207779732561,0.5200205917970617
1648845117.121494,-0.29278564453125,0.75390625,0.18609619140625,0.55792236328125,4.3500000000000005,-0.54,-1.08,-0.7043154240252424,0.589656787775495
1648845117.2152383,-0.29364013671875,0.77044677734375,0.180908203125,0.53607177734375,2.37,-0.06,-0.09,-0.6711696529816736,0.6117517306416279
1648845117.276307,-0.28363037109375,0.7901611328125,0.17059326171875,0.51580810546875,2.68,0.15,0.38,-0.6228315509717626,0.6404123103392048
1648845117.3367453,-0.26629638671875,0.81396484375,0.15283203125,0.4931640625,0.78,2.11,-0.87,-0.5682803695637225,0.6606400269998752
1648845117.404202,-0.25982666015625,0.82879638671875,0.14202880859375,0.47479248046875,1.69,0.48,-1.21,-0.5456159553163055,0.6575253555445371
1648845117.523242,-0.2508544921875,0.8348388671875,0.1348876953125,0.47113037109375,1.67,3.09,1.04,-0.5268320995994595,0.6637325804808759
1648845117.527216,-0.24444580078125,0.8350830078125,0.1282958984375,0.47589111328125,0.97,3.22,1.44,-0.5220931456080717,0.6689813868484514
1648845117.614506,-0.20361328125,0.835693359375,0.078125,0.50408935546875,-0.45,4.0600000000000005,-0.16,-0.5058131113198345,0.6914033866906704
1648845117.6754298,-0.16351318359375,0.83380126953125,0.02606201171875,0.52667236328125,-2.02,0.29,-0.92,-0.49803887859023893,0.7056110450083551
1648845117.6754298,-0.1456298828125,0.8272705078125,-0.00616455078125,0.5426025390625,-3.7600000000000002,-0.98,-1.24,-0.5233145838102178,0.6982190372695245
1648845117.7364702,-0.09893798828125,0.81195068359375,-0.0648193359375,0.5716552734375,-3.15,-0.64,-1.28,-0.5476061722936898,0.6979882114404315
1648845117.8087883,-0.0634765625,0.8060302734375,-0.1019287109375,0.57958984375,-1.68,0.56,-0.87,-0.5324629455945943,0.7123009082858585
1648845117.8724878,-0.0262451171875,0.79296875,-0.1400146484375,0.59234619140625,-2.19,0.02,-0.62,-0.5377780734454578,0.717099150924533
1648845117.9275472,0.02593994140625,0.775146484375,-0.20111083984375,0.59832763671875,-0.33,1.31,0.01,-0.5430118665547538,0.7182139483777862
1648845118.0307124,0.058349609375,0.763427734375,-0.244873046875,0.5948486328125,1.0,1.71,0.44,-0.5425600251312748,0.7176254382307284
1648845118.1064162,0.10821533203125,0.73126220703125,-0.30963134765625,0.5980224609375,-0.6,2.34,0.64,-0.5915350222512468,0.6862926294752918
1648845118.1677575,0.1669921875,0.69537353515625,-0.3677978515625,0.5943603515625,1.76,1.54,-2.97,-0.6130225838270592,0.6749185545526082
1648845118.2289302,0.19342041015625,0.68121337890625,-0.40496826171875,0.578369140625,0.81,-0.58,-3.27,-0.5864103609321781,0.6923930611229822
1648845118.2905781,0.2236328125,0.6572265625,-0.43798828125,0.5711669921875,-1.47,1.49,-2.69,-0.6011082778296089,0.6825365457375764
1648845118.348723,0.25439453125,0.6326904296875,-0.467041015625,0.56292724609375,0.6900000000000001,1.23,-1.19,-0.6125078570109153,0.6757237239797784
1648845118.4077375,0.2913818359375,0.6036376953125,-0.4993896484375,0.5489501953125,0.54,0.55,-0.68,-0.6135719103849545,0.6775590429358581
1648845118.4598174,0.3248291015625,0.57598876953125,-0.53009033203125,0.53082275390625,-0.33,1.46,0.3,-0.6022397090243883,0.688279942638727
1648845118.5216117,0.3505859375,0.5516357421875,-0.55560302734375,0.513916015625,-1.45,1.37,0.72,-0.593236898389618,0.6958740694479861
1648845118.5827146,0.3643798828125,0.5361328125,-0.57073974609375,0.5040283203125,-1.07,0.74,1.17,-0.5932923464400547,0.6956935061880857
1648845118.6445014,0.37371826171875,0.5191650390625,-0.58135986328125,0.5028076171875,0.19,2.7,1.04,-0.6333616232165468,0.6627474215518171
1648845118.7056804,0.381103515625,0.50048828125,-0.59356689453125,0.50201416015625,1.11,3.3000000000000003,0.66,-0.6777581470675736,0.6202187728151893
1648845118.7668421,0.394775390625,0.48681640625,-0.601806640625,0.4949951171875,2.15,-0.17,-2.32,-0.6846816767556219,0.6146156869394265
1648845118.8294158,0.4150390625,0.48388671875,-0.603515625,0.47894287109375,-0.9,-1.6500000000000001,-1.49,-0.6267350804700988,0.6739980263864537
1648845118.8294158,0.42132568359375,0.477783203125,-0.60992431640625,0.47137451171875,1.99,-0.71,-1.27,-0.6118667204075255,0.6865101150275346
1648845118.89064,0.434326171875,0.4508056640625,-0.62738037109375,0.463134765625,2.64,2.48,-0.6900000000000001,-0.6564707279420289,0.6458028666757121
1648845118.9522064,0.45611572265625,0.41070556640625,-0.6514892578125,0.4459228515625,-1.4000000000000001,0.0,-0.53,-0.696892370103866,0.6040939491184667
1648845119.0166864,0.471923828125,0.37005615234375,-0.683837890625,0.41558837890625,-0.6,0.99,-0.55,-0.6790127010378635,0.6176867902285813
