PARAMS,swe-User,G Threshold =>,1.47,,Fall Detect Frequency [Hz],10,,,
Time_Begin,Fri Apr  1 16:32:18 2022,,Fall Event Recorded?,True,,False Positive?,False,,
Time End,Fri Apr  1 16:32:31 2022,,Fall Time,NULL,NULL,,,,
,,,,,,,,,
SWAY METRICS,,Mean Sway Distance [m],0.9197818420551498,,Mean Sway Velocity [m/s],,0.02184392395217976,,
,,,,,,,,,
Epoch Time [s],Quat_1,Quat_2,Quat_3,Quat_4,Lin_Acc_1 [m/s^2],Lin_Acc_2,Lin_Acc_3,C.O.P._x,C.O.P._y
1648845138.3329768,0.2421875,-0.6593017578125,-0.16473388671875,-0.6925048828125,-0.22,-0.23,-0.01,-0.7195552763270489,-0.5985758523932528
1648845138.4009237,0.2421875,-0.6602783203125,-0.1661376953125,-0.69122314453125,0.0,-0.28,0.0,-0.7299974634282811,-0.5861607289741022
1648845138.4576516,0.2425537109375,-0.66082763671875,-0.1678466796875,-0.69012451171875,-0.17,-0.16,0.04,-0.7365266274447686,-0.578156441552566
1648845138.517617,0.24017333984375,-0.66278076171875,-0.17047119140625,-0.6884765625,0.29,0.13,-0.08,-0.7482999607964141,-0.5636371956354551
1648845138.591038,0.237548828125,-0.66583251953125,-0.17144775390625,-0.68621826171875,0.27,-0.07,-0.09,-0.7785189535561101,-0.5220251527157962
1648845138.64079,0.23785400390625,-0.6707763671875,-0.1676025390625,-0.68218994140625,0.76,1.07,0.03,-0.8443206712091467,-0.4080930865298836
1648845138.7024946,0.236572265625,-0.67755126953125,-0.16082763671875,-0.67755126953125,-0.8300000000000001,-0.02,-0.32,-0.9007390501780966,-0.2626368834274641
1648845138.7633355,0.24169921875,-0.68511962890625,-0.15850830078125,-0.6685791015625,0.01,-0.31,0.56,-0.9347238136737861,-0.08485529348955866
1648845138.8246572,0.24945068359375,-0.69219970703125,-0.16021728515625,-0.65802001953125,-0.43,0.3,0.5,-0.9363336350885234,0.06618619844127889
1648845138.8881087,0.25189208984375,-0.70294189453125,-0.16424560546875,-0.64453125,0.1,0.18,0.29,-0.8999229315373324,0.2639279051752096
1648845138.949138,0.25787353515625,-0.72247314453125,-0.167724609375,-0.61920166015625,0.6,0.6900000000000001,0.42,-0.8022350052386411,0.4782527055475734
